split_design,candidate,feature_name,importance
blocked_time,regularized_without_admin_id,calendar_month_10,0.005413014749883276
blocked_time,regularized_without_admin_id,sum_fatalities_violence_w5,0.005366255619988753
blocked_time,regularized_without_admin_id,sum_fatalities_explosions_w10,0.005004756059693013
blocked_time,regularized_without_admin_id,crop,0.004658605043036371
blocked_time,regularized_without_admin_id,sum_fatalities_violence,0.0045847294198169105
blocked_time,regularized_without_admin_id,event_count_battles,0.00430201647641475
blocked_time,regularized_without_admin_id,calendar_month_4,0.003744822881108742
blocked_time,regularized_without_admin_id,range,0.003480790488677156
blocked_time,regularized_without_admin_id,distance_to_river,0.003386118149803572
blocked_time,regularized_without_admin_id,event_count_explosions,0.002312197554109044
blocked_time,regularized_without_admin_id,event_count_explosions_w5,0.002280837929903818
blocked_time,regularized_without_admin_id,event_count_explosions_w10,0.0019922167633289294
blocked_time,regularized_without_admin_id,sum_fatalities_explosions_w5,0.0019882488144570194
blocked_time,regularized_without_admin_id,missingindicator_gini,0.0016679706848849443
blocked_time,regularized_without_admin_id,sum_fatalities_explosions,0.0015978496016679404
blocked_time,regularized_without_admin_id,calendar_month_6,0.001542879527661934
blocked_time,regularized_without_admin_id,calendar_month_2,0.0010884751872227102
blocked_time,regularized_without_admin_id,AEZ_36000,0.0003297524657862155
blocked_time,regularized_without_admin_id,AEZ_10000,0.0
blocked_time,regularized_without_admin_id,AEZ_12000,0.0
blocked_time,regularized_without_admin_id,AEZ_15000,0.0
blocked_time,regularized_without_admin_id,AEZ_17000,0.0
blocked_time,regularized_without_admin_id,AEZ_19000,0.0
blocked_time,regularized_without_admin_id,AEZ_25000,0.0
blocked_time,regularized_without_admin_id,AEZ_33000,0.0
blocked_time,regularized_without_admin_id,AEZ_34000,0.0
blocked_time,regularized_without_admin_id,AEZ_38000,0.0
blocked_time,regularized_without_admin_id,AEZ_4000,0.0
blocked_time,regularized_without_admin_id,AEZ_40000,0.0
blocked_time,regularized_without_admin_id,AEZ_43000,0.0
blocked_time,regularized_without_admin_id,AEZ_7000,0.0
blocked_time,regularized_without_admin_id,AEZ_9000,0.0
blocked_time,regularized_without_admin_id,missingindicator_Tair_zscore,0.0
blocked_time,regularized_without_admin_id,missingindicator_Rainf_zscore,0.0
blocked_time,unrestricted_with_admin_id,lon,0.06405329698207454
blocked_time,unrestricted_with_admin_id,lat,0.04614196838470356
blocked_time,unrestricted_with_admin_id,Tair_zscore,0.03481465595013533
blocked_time,unrestricted_with_admin_id,sg_nitrogen_5-15cm,0.0338649925192384
blocked_time,unrestricted_with_admin_id,Rainf_zscore,0.03369445123377543
blocked_time,unrestricted_with_admin_id,EVI,0.03183134064748703
blocked_time,unrestricted_with_admin_id,sg_phh2o_5-15cm,0.031683481574118495
blocked_time,unrestricted_with_admin_id,Food_CPI,0.029591696826947705
blocked_time,unrestricted_with_admin_id,elevation,0.029369475108524633
blocked_time,unrestricted_with_admin_id,FAO_price,0.029351439515254825
blocked_time,unrestricted_with_admin_id,market_distance,0.027997098537900347
blocked_time,unrestricted_with_admin_id,distance_to_nearest_acled,0.02782556414303531
blocked_time,unrestricted_with_admin_id,gpp_mean,0.027360431955043323
blocked_time,unrestricted_with_admin_id,ruggedness,0.02691036150081321
blocked_time,unrestricted_with_admin_id,sg_soc_5-15cm,0.025998037676555598
blocked_time,unrestricted_with_admin_id,Rainf_f_tavg_mean,0.025722884351159592
blocked_time,unrestricted_with_admin_id,Tair_f_tavg_mean,0.023123738201237427
blocked_time,unrestricted_with_admin_id,Food_food_inflation,0.02299450683345567
blocked_time,unrestricted_with_admin_id,sg_cec_5-15cm,0.022071417737318366
blocked_time,unrestricted_with_admin_id,slope,0.01939643926804245
blocked_time,unrestricted_with_admin_id,WFP_Price_std,0.01868024327911629
blocked_time,unrestricted_with_admin_id,pop,0.01773533056303246
blocked_time,unrestricted_with_admin_id,sum_fatalities_battles_w10,0.0177098130765287
blocked_time,unrestricted_with_admin_id,WFP_Price,0.017580261886408075
blocked_time,unrestricted_with_admin_id,sg_cfvo_5-15cm,0.016899493496606383
blocked_time,unrestricted_with_admin_id,market_access,0.01656639767399667
blocked_time,unrestricted_with_admin_id,GDP,0.016390127591330173
blocked_time,unrestricted_with_admin_id,CC,0.01559915302340084
blocked_time,unrestricted_with_admin_id,crop,0.014192483899649534
blocked_time,unrestricted_with_admin_id,CPI,0.01369401303208316
blocked_time,unrestricted_with_admin_id,sum_fatalities_battles_w5,0.013584991820569858
blocked_time,unrestricted_with_admin_id,FEWSNET_admin_code,0.013341754644006889
blocked_time,unrestricted_with_admin_id,range,0.01281282077946215
blocked_time,unrestricted_with_admin_id,event_count_battles_w10,0.01274871461770781
blocked_time,unrestricted_with_admin_id,sum_fatalities_battles,0.012475604399100906
blocked_time,unrestricted_with_admin_id,nightlight_sd,0.01224914873099668
blocked_time,unrestricted_with_admin_id,distance_to_river,0.012129479862101122
blocked_time,unrestricted_with_admin_id,nightlight,0.01203582055547829
blocked_time,unrestricted_with_admin_id,gini,0.011655267332432629
blocked_time,unrestricted_with_admin_id,AEZ_31000,0.008922316395163568
blocked_time,unrestricted_with_admin_id,event_count_battles_w5,0.00873575893138095
blocked_time,unrestricted_with_admin_id,sum_fatalities_violence_w10,0.007775477764879828
blocked_time,unrestricted_with_admin_id,event_count_violence_w10,0.0076271737430108075
blocked_time,unrestricted_with_admin_id,event_count_violence_w5,0.007267940656636592
blocked_time,unrestricted_with_admin_id,calendar_month_7,0.0063986721964406105
blocked_time,unrestricted_with_admin_id,event_count_violence,0.006392622117061358
blocked_time,unrestricted_with_admin_id,calendar_month_1,0.005920681265912573
blocked_time,unrestricted_with_admin_id,sum_fatalities_violence_w5,0.005846059174833107
blocked_time,unrestricted_with_admin_id,event_count_battles,0.005596356772673374
blocked_time,unrestricted_with_admin_id,AEZ_32000,0.004965606994180058
blocked_time,unrestricted_with_admin_id,sum_fatalities_violence,0.004835330184260684
blocked_time,unrestricted_with_admin_id,calendar_month_10,0.004408486038405202
blocked_time,unrestricted_with_admin_id,sum_fatalities_explosions_w10,0.004242439167442314
blocked_time,unrestricted_with_admin_id,event_count_explosions_w10,0.0034481859443467487
blocked_time,unrestricted_with_admin_id,calendar_month_4,0.00343409004157524
blocked_time,unrestricted_with_admin_id,sum_fatalities_explosions,0.0020582741283815993
blocked_time,unrestricted_with_admin_id,sum_fatalities_explosions_w5,0.0019771019000571917
blocked_time,unrestricted_with_admin_id,missingindicator_gini,0.0017299496939655406
blocked_time,unrestricted_with_admin_id,calendar_month_6,0.0016012942433361016
blocked_time,unrestricted_with_admin_id,event_count_explosions,0.0014473817959797448
blocked_time,unrestricted_with_admin_id,event_count_explosions_w5,0.001302500840282783
blocked_time,unrestricted_with_admin_id,calendar_month_2,0.0012090303254065256
blocked_time,unrestricted_with_admin_id,AEZ_36000,0.0004089121904489793
blocked_time,unrestricted_with_admin_id,missingindicator_Tair_zscore,0.000297109817563533
blocked_time,unrestricted_with_admin_id,missingindicator_Rainf_zscore,0.00027304846554511485
blocked_time,unrestricted_with_admin_id,AEZ_10000,0.0
blocked_time,unrestricted_with_admin_id,AEZ_12000,0.0
blocked_time,unrestricted_with_admin_id,AEZ_15000,0.0
blocked_time,unrestricted_with_admin_id,AEZ_17000,0.0
blocked_time,unrestricted_with_admin_id,AEZ_19000,0.0
blocked_time,unrestricted_with_admin_id,AEZ_25000,0.0
blocked_time,unrestricted_with_admin_id,AEZ_33000,0.0
blocked_time,unrestricted_with_admin_id,AEZ_34000,0.0
blocked_time,unrestricted_with_admin_id,AEZ_38000,0.0
blocked_time,unrestricted_with_admin_id,AEZ_4000,0.0
blocked_time,unrestricted_with_admin_id,AEZ_40000,0.0
blocked_time,unrestricted_with_admin_id,AEZ_43000,0.0
blocked_time,unrestricted_with_admin_id,AEZ_7000,0.0
blocked_time,unrestricted_with_admin_id,AEZ_9000,0.0
blocked_time,unrestricted_without_admin_id,lon,0.06059485421894056
blocked_time,unrestricted_without_admin_id,lat,0.04949560917323385
blocked_time,unrestricted_without_admin_id,sg_phh2o_5-15cm,0.03757065690445343
blocked_time,unrestricted_without_admin_id,EVI,0.034646620031942396
blocked_time,unrestricted_without_admin_id,Rainf_zscore,0.03432458532696317
blocked_time,unrestricted_without_admin_id,Tair_zscore,0.03429175672106186
blocked_time,unrestricted_without_admin_id,FAO_price,0.02994046429811956
blocked_time,unrestricted_without_admin_id,distance_to_nearest_acled,0.029692592639876267
blocked_time,unrestricted_without_admin_id,sg_nitrogen_5-15cm,0.029428971051315245
blocked_time,unrestricted_without_admin_id,elevation,0.02919715836483769
blocked_time,unrestricted_without_admin_id,market_distance,0.029135111120308407
blocked_time,unrestricted_without_admin_id,Food_CPI,0.029001683229471047
blocked_time,unrestricted_without_admin_id,ruggedness,0.027685401248571426
blocked_time,unrestricted_without_admin_id,gpp_mean,0.02741056208601261
blocked_time,unrestricted_without_admin_id,sg_soc_5-15cm,0.027100064663417946
blocked_time,unrestricted_without_admin_id,Food_food_inflation,0.02510880314084981
blocked_time,unrestricted_without_admin_id,Rainf_f_tavg_mean,0.02477757469196547
blocked_time,unrestricted_without_admin_id,Tair_f_tavg_mean,0.024459756688830547
blocked_time,unrestricted_without_admin_id,sg_cec_5-15cm,0.02385578629666322
blocked_time,unrestricted_without_admin_id,slope,0.019181672395522802
blocked_time,unrestricted_without_admin_id,pop,0.018193938525463423
blocked_time,unrestricted_without_admin_id,WFP_Price_std,0.017965951986032912
blocked_time,unrestricted_without_admin_id,sum_fatalities_battles_w10,0.017759077430845868
blocked_time,unrestricted_without_admin_id,WFP_Price,0.01757499765216155
blocked_time,unrestricted_without_admin_id,market_access,0.0166523651277902
blocked_time,unrestricted_without_admin_id,sg_cfvo_5-15cm,0.016587282660878933
blocked_time,unrestricted_without_admin_id,GDP,0.015628185130974085
blocked_time,unrestricted_without_admin_id,CC,0.01513585035468601
blocked_time,unrestricted_without_admin_id,crop,0.014576504910489185
blocked_time,unrestricted_without_admin_id,sum_fatalities_battles_w5,0.014093760428138417
blocked_time,unrestricted_without_admin_id,sum_fatalities_battles,0.013626144785359114
blocked_time,unrestricted_without_admin_id,CPI,0.013601383914720093
blocked_time,unrestricted_without_admin_id,range,0.013208551916813136
blocked_time,unrestricted_without_admin_id,distance_to_river,0.012919922003133476
blocked_time,unrestricted_without_admin_id,nightlight_sd,0.012913191499013068
blocked_time,unrestricted_without_admin_id,nightlight,0.011964428569295681
blocked_time,unrestricted_without_admin_id,event_count_battles_w10,0.011948413741279239
blocked_time,unrestricted_without_admin_id,gini,0.01193297717745074
blocked_time,unrestricted_without_admin_id,event_count_battles_w5,0.008726361645393957
blocked_time,unrestricted_without_admin_id,event_count_violence_w10,0.008268089236912734
blocked_time,unrestricted_without_admin_id,sum_fatalities_violence_w10,0.007432532654392433
blocked_time,unrestricted_without_admin_id,AEZ_31000,0.007003719807425713
blocked_time,unrestricted_without_admin_id,event_count_violence_w5,0.006852774001395031
blocked_time,unrestricted_without_admin_id,calendar_month_7,0.006712991157220321
blocked_time,unrestricted_without_admin_id,event_count_violence,0.006393617964856207
blocked_time,unrestricted_without_admin_id,event_count_battles,0.005801427923090809
blocked_time,unrestricted_without_admin_id,sum_fatalities_violence_w5,0.005651893856262728
blocked_time,unrestricted_without_admin_id,calendar_month_1,0.005632874760084891
blocked_time,unrestricted_without_admin_id,AEZ_32000,0.00525090962961467
blocked_time,unrestricted_without_admin_id,calendar_month_10,0.004871368944352586
blocked_time,unrestricted_without_admin_id,sum_fatalities_violence,0.004728015879327281
blocked_time,unrestricted_without_admin_id,sum_fatalities_explosions_w10,0.004003934340081995
blocked_time,unrestricted_without_admin_id,calendar_month_4,0.003962455719317444
blocked_time,unrestricted_without_admin_id,event_count_explosions_w10,0.00284902939963972
blocked_time,unrestricted_without_admin_id,sum_fatalities_explosions,0.0020104837744868162
blocked_time,unrestricted_without_admin_id,sum_fatalities_explosions_w5,0.0018174294616060739
blocked_time,unrestricted_without_admin_id,missingindicator_gini,0.0017248701155527725
blocked_time,unrestricted_without_admin_id,event_count_explosions_w5,0.0016660205468993377
blocked_time,unrestricted_without_admin_id,calendar_month_6,0.001581583956567023
blocked_time,unrestricted_without_admin_id,event_count_explosions,0.001581572042831399
blocked_time,unrestricted_without_admin_id,calendar_month_2,0.0011799239111467824
blocked_time,unrestricted_without_admin_id,AEZ_36000,0.000530203687161413
blocked_time,unrestricted_without_admin_id,missingindicator_Tair_zscore,0.00029997920936767085
blocked_time,unrestricted_without_admin_id,missingindicator_Rainf_zscore,0.00028332426812998783
blocked_time,unrestricted_without_admin_id,AEZ_10000,0.0
blocked_time,unrestricted_without_admin_id,AEZ_12000,0.0
blocked_time,unrestricted_without_admin_id,AEZ_15000,0.0
blocked_time,unrestricted_without_admin_id,AEZ_17000,0.0
blocked_time,unrestricted_without_admin_id,AEZ_19000,0.0
blocked_time,unrestricted_without_admin_id,AEZ_25000,0.0
blocked_time,unrestricted_without_admin_id,AEZ_33000,0.0
blocked_time,unrestricted_without_admin_id,AEZ_34000,0.0
blocked_time,unrestricted_without_admin_id,AEZ_38000,0.0
blocked_time,unrestricted_without_admin_id,AEZ_4000,0.0
blocked_time,unrestricted_without_admin_id,AEZ_40000,0.0
blocked_time,unrestricted_without_admin_id,AEZ_43000,0.0
blocked_time,unrestricted_without_admin_id,AEZ_7000,0.0
blocked_time,unrestricted_without_admin_id,AEZ_9000,0.0
