FEWSNET_admin_code,n,f1_pooled,f1_partitioned,f1_diff,precision_pooled,precision_partitioned,recall_pooled,recall_partitioned,pct_err_all_pooled,pct_err_all_partitioned,pct_err_class1_pooled,pct_err_class1_partitioned
71,8,0.8571428571428572,0.9333333333333333,0.07619047619047614,1.0,1.0,0.75,0.875,0.25,0.125,0.25,0.125
72,8,0.8571428571428572,0.8571428571428572,0.0,1.0,1.0,0.75,0.75,0.25,0.25,0.25,0.25
73,8,0.8571428571428572,1.0,0.1428571428571428,1.0,1.0,0.75,1.0,0.25,0.0,0.25,0.0
74,8,0.5454545454545455,0.7692307692307692,0.22377622377622364,1.0,1.0,0.375,0.625,0.625,0.375,0.625,0.375
75,8,0.25,0.6666666666666666,0.41666666666666663,0.2,0.5,0.3333333333333333,1.0,0.75,0.375,0.6666666666666666,0.0
76,8,0.7692307692307692,0.8571428571428572,0.08791208791208804,1.0,1.0,0.625,0.75,0.375,0.25,0.375,0.25
77,8,0.8571428571428572,0.8571428571428572,0.0,1.0,1.0,0.75,0.75,0.25,0.25,0.25,0.25
78,8,0.7692307692307692,0.8571428571428572,0.08791208791208804,1.0,1.0,0.625,0.75,0.375,0.25,0.375,0.25
79,12,1.0,0.0,-1.0,,0.0,,,0.0,0.3333333333333333,0.0,0.0
80,12,0.0,0.0,0.0,0.0,0.0,,,0.08333333333333333,0.16666666666666666,0.0,0.0
81,12,0.0,0.5,0.5,0.0,0.6666666666666666,0.0,0.4,0.5833333333333334,0.3333333333333333,1.0,0.6
82,12,0.0,0.5,0.5,0.0,0.6666666666666666,0.0,0.4,0.5,0.3333333333333333,1.0,0.6
83,12,0.0,0.0,0.0,0.0,0.0,,,0.08333333333333333,0.3333333333333333,0.0,0.0
84,12,0.0,0.0,0.0,0.0,0.0,,,0.16666666666666666,0.16666666666666666,0.0,0.0
85,12,0.0,0.0,0.0,0.0,0.0,,,0.16666666666666666,0.16666666666666666,0.0,0.0
86,12,0.0,0.0,0.0,0.0,0.0,,,0.25,0.25,0.0,0.0
87,12,0.0,0.0,0.0,0.0,0.0,,,0.16666666666666666,0.25,0.0,0.0
88,12,0.4,0.3333333333333333,-0.06666666666666671,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.6666666666666666,0.6666666666666666
89,12,0.0,0.5,0.5,,0.5,0.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5
90,12,0.0,0.0,0.0,0.0,0.0,,,0.08333333333333333,0.25,0.0,0.0
91,12,0.0,0.0,0.0,0.0,0.0,,,0.25,0.25,0.0,0.0
92,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333333333333333,1.0,1.0
93,12,0.0,0.3333333333333333,0.3333333333333333,0.0,0.25,0.0,0.5,0.25,0.3333333333333333,1.0,0.5
94,12,0.0,0.0,0.0,0.0,0.0,,,0.16666666666666666,0.25,0.0,0.0
95,12,0.0,0.0,0.0,0.0,0.0,,,0.08333333333333333,0.25,0.0,0.0
96,12,0.4444444444444444,0.4444444444444444,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.6666666666666666,0.6666666666666666
97,12,0.18181818181818182,0.5,0.3181818181818182,0.25,0.6,0.14285714285714285,0.42857142857142855,0.75,0.5,0.8571428571428571,0.5714285714285714
98,12,0.6666666666666666,0.5,-0.16666666666666663,1.0,0.5,0.5,0.5,0.16666666666666666,0.3333333333333333,0.5,0.5
99,12,0.5714285714285714,0.8,0.22857142857142865,1.0,0.8,0.4,0.8,0.25,0.16666666666666666,0.6,0.2
100,12,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.4166666666666667,0.16666666666666666,1.0,0.5
101,12,0.2857142857142857,0.7499999999999999,0.4642857142857142,0.5,1.0,0.2,0.6,0.4166666666666667,0.16666666666666666,0.8,0.4
102,12,0.0,0.75,0.75,,0.75,0.0,0.75,0.3333333333333333,0.16666666666666666,1.0,0.25
103,12,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.0,0.3333333333333333,0.25,0.3333333333333333,1.0,0.6666666666666666
104,12,0.3333333333333333,0.8888888888888888,0.5555555555555556,1.0,1.0,0.2,0.8,0.3333333333333333,0.08333333333333333,0.8,0.2
105,12,0.3333333333333333,0.7499999999999999,0.4166666666666666,1.0,1.0,0.2,0.6,0.3333333333333333,0.16666666666666666,0.8,0.4
106,12,0.0,0.0,0.0,,0.0,0.0,0.0,0.08333333333333333,0.25,1.0,1.0
107,12,0.6666666666666666,0.2857142857142857,-0.38095238095238093,1.0,0.3333333333333333,0.5,0.25,0.16666666666666666,0.4166666666666667,0.5,0.75
108,12,0.2857142857142857,0.25,-0.0357142857142857,0.5,0.3333333333333333,0.2,0.2,0.4166666666666667,0.5,0.8,0.8
109,12,0.0,0.0,0.0,0.0,0.0,,,0.08333333333333333,0.08333333333333333,0.0,0.0
110,12,0.0,0.0,0.0,0.0,0.0,,,0.08333333333333333,0.16666666666666666,0.0,0.0
111,12,0.0,0.8,0.8,0.0,0.6666666666666666,0.0,1.0,0.3333333333333333,0.08333333333333333,1.0,0.0
112,12,0.5,0.4,-0.09999999999999998,0.5,0.3333333333333333,0.5,0.5,0.16666666666666666,0.25,0.5,0.5
113,12,0.6666666666666666,0.4,-0.2666666666666666,1.0,0.3333333333333333,0.5,0.5,0.08333333333333333,0.25,0.5,0.5
114,12,0.6666666666666666,0.2857142857142857,-0.38095238095238093,1.0,0.3333333333333333,0.5,0.25,0.16666666666666666,0.4166666666666667,0.5,0.75
115,12,0.0,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.0,0.3333333333333333,0.25,0.3333333333333333,1.0,0.6666666666666666
116,12,0.0,0.4444444444444444,0.4444444444444444,0.0,0.6666666666666666,0.0,0.3333333333333333,0.5833333333333334,0.4166666666666667,1.0,0.6666666666666666
117,12,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.5,1.0,0.2,0.4,0.4166666666666667,0.25,0.8,0.6
118,12,0.4,0.0,-0.4,0.4,0.0,0.4,0.0,0.5,0.75,0.6,1.0
119,12,0.4,0.4444444444444444,0.0444444444444444,1.0,0.4,0.25,0.5,0.25,0.4166666666666667,0.75,0.5
120,12,0.0,0.0,0.0,0.0,0.0,,,0.08333333333333333,0.16666666666666666,0.0,0.0
121,12,0.0,0.0,0.0,0.0,0.0,,,0.08333333333333333,0.25,0.0,0.0
122,12,0.0,0.0,0.0,0.0,0.0,,,0.08333333333333333,0.25,0.0,0.0
123,12,0.0,0.0,0.0,0.0,0.0,,,0.25,0.3333333333333333,0.0,0.0
124,12,0.0,0.0,0.0,0.0,0.0,,,0.16666666666666666,0.3333333333333333,0.0,0.0
125,12,1.0,0.0,-1.0,,0.0,,,0.0,0.3333333333333333,0.0,0.0
126,12,1.0,0.0,-1.0,,0.0,,,0.0,0.25,0.0,0.0
127,12,0.0,0.5,0.5,,0.5,0.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5
128,12,1.0,0.0,-1.0,,0.0,,,0.0,0.25,0.0,0.0
129,12,0.0,0.5714285714285714,0.5714285714285714,,0.5,0.0,0.6666666666666666,0.25,0.25,1.0,0.3333333333333333
130,12,1.0,0.0,-1.0,,0.0,,,0.0,0.25,0.0,0.0
131,12,0.0,0.0,0.0,0.0,0.0,,,0.08333333333333333,0.3333333333333333,0.0,0.0
132,12,1.0,0.0,-1.0,,0.0,,,0.0,0.3333333333333333,0.0,0.0
133,12,1.0,0.0,-1.0,,0.0,,,0.0,0.25,0.0,0.0
134,12,1.0,0.0,-1.0,,0.0,,,0.0,0.25,0.0,0.0
135,12,1.0,0.0,-1.0,,0.0,,,0.0,0.3333333333333333,0.0,0.0
136,12,0.0,0.0,0.0,0.0,0.0,,,0.16666666666666666,0.25,0.0,0.0
137,12,1.0,0.0,-1.0,,0.0,,,0.0,0.25,0.0,0.0
138,12,1.0,0.0,-1.0,,0.0,,,0.0,0.25,0.0,0.0
139,12,1.0,0.0,-1.0,,0.0,,,0.0,0.3333333333333333,0.0,0.0
140,12,0.0,0.0,0.0,0.0,0.0,,,0.08333333333333333,0.3333333333333333,0.0,0.0
141,12,0.0,0.0,0.0,0.0,0.0,,,0.08333333333333333,0.3333333333333333,0.0,0.0
142,12,1.0,0.0,-1.0,,0.0,,,0.0,0.25,0.0,0.0
143,12,0.0,0.4,0.4,,0.25,0.0,1.0,0.08333333333333333,0.25,1.0,0.0
144,12,1.0,0.0,-1.0,,0.0,,,0.0,0.3333333333333333,0.0,0.0
145,12,0.0,0.0,0.0,0.0,0.0,,,0.08333333333333333,0.3333333333333333,0.0,0.0
146,12,1.0,0.0,-1.0,,0.0,,,0.0,0.3333333333333333,0.0,0.0
147,12,1.0,0.0,-1.0,,0.0,,,0.0,0.3333333333333333,0.0,0.0
148,12,0.0,0.0,0.0,0.0,0.0,,,0.08333333333333333,0.3333333333333333,0.0,0.0
149,12,0.0,0.0,0.0,0.0,0.0,,,0.08333333333333333,0.3333333333333333,0.0,0.0
150,12,0.0,0.0,0.0,0.0,0.0,,,0.08333333333333333,0.25,0.0,0.0
151,12,0.0,0.4,0.4,,0.25,0.0,1.0,0.08333333333333333,0.25,1.0,0.0
152,12,1.0,0.0,-1.0,,0.0,,,0.0,0.3333333333333333,0.0,0.0
153,12,0.0,0.0,0.0,0.0,0.0,,,0.08333333333333333,0.25,0.0,0.0
154,12,0.0,0.0,0.0,0.0,0.0,,,0.08333333333333333,0.3333333333333333,0.0,0.0
155,12,0.0,0.0,0.0,0.0,0.0,,,0.16666666666666666,0.25,0.0,0.0
156,12,0.0,0.0,0.0,0.0,0.0,,,0.3333333333333333,0.25,0.0,0.0
157,12,1.0,0.0,-1.0,,0.0,,,0.0,0.25,0.0,0.0
158,12,0.0,0.0,0.0,0.0,0.0,,,0.08333333333333333,0.25,0.0,0.0
159,12,1.0,0.0,-1.0,,0.0,,,0.0,0.25,0.0,0.0
160,12,0.2857142857142857,0.5,0.2142857142857143,0.3333333333333333,0.5,0.25,0.5,0.4166666666666667,0.3333333333333333,0.75,0.5
161,12,0.25,0.2857142857142857,0.0357142857142857,0.3333333333333333,0.5,0.2,0.2,0.5,0.4166666666666667,0.8,0.8
162,12,0.0,0.0,0.0,0.0,0.0,,,0.08333333333333333,0.16666666666666666,0.0,0.0
163,12,0.0,0.0,0.0,0.0,0.0,,,0.16666666666666666,0.16666666666666666,0.0,0.0
164,12,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.3333333333333333,0.16666666666666666,1.0,0.5
165,12,0.2,0.4444444444444444,0.2444444444444444,0.25,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.4166666666666667,0.8333333333333334,0.6666666666666666
166,12,0.3333333333333333,0.8888888888888888,0.5555555555555556,1.0,1.0,0.2,0.8,0.3333333333333333,0.08333333333333333,0.8,0.2
167,12,0.2857142857142857,0.8888888888888888,0.6031746031746031,0.5,1.0,0.2,0.8,0.4166666666666667,0.08333333333333333,0.8,0.2
168,12,0.36363636363636365,0.4444444444444444,0.08080808080808077,0.4,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5833333333333334,0.4166666666666667,0.6666666666666666,0.6666666666666666
169,12,0.36363636363636365,0.36363636363636365,0.0,0.6666666666666666,0.6666666666666666,0.25,0.25,0.5833333333333334,0.5833333333333334,0.75,0.75
170,12,0.5,0.36363636363636365,-0.13636363636363635,0.75,0.6666666666666666,0.375,0.25,0.5,0.5833333333333334,0.625,0.75
171,12,0.6153846153846154,0.4,-0.2153846153846154,0.8,1.0,0.5,0.25,0.4166666666666667,0.5,0.5,0.75
172,10,0.6153846153846154,0.875,0.2596153846153846,1.0,1.0,0.4444444444444444,0.7777777777777778,0.5,0.2,0.5555555555555556,0.2222222222222222
173,10,0.7142857142857143,0.875,0.1607142857142857,1.0,1.0,0.5555555555555556,0.7777777777777778,0.4,0.2,0.4444444444444444,0.2222222222222222
174,10,0.5,0.8,0.30000000000000004,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6,0.3,0.6666666666666666,0.3333333333333333
175,10,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.5
176,10,0.6153846153846154,0.8,0.18461538461538463,0.8,0.8571428571428571,0.5,0.75,0.5,0.3,0.5,0.25
177,10,0.7142857142857143,0.875,0.1607142857142857,1.0,1.0,0.5555555555555556,0.7777777777777778,0.4,0.2,0.4444444444444444,0.2222222222222222
178,10,0.4,0.4,0.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.6,0.6,0.6666666666666666,0.6666666666666666
179,10,0.6153846153846154,0.6153846153846154,0.0,1.0,1.0,0.4444444444444444,0.4444444444444444,0.5,0.5,0.5555555555555556,0.5555555555555556
180,10,0.5,0.6153846153846154,0.11538461538461542,1.0,1.0,0.3333333333333333,0.4444444444444444,0.6,0.5,0.6666666666666666,0.5555555555555556
181,10,0.5,0.5,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6,0.6,0.6666666666666666,0.6666666666666666
182,10,0.7142857142857143,0.5,-0.2142857142857143,1.0,1.0,0.5555555555555556,0.3333333333333333,0.4,0.6,0.4444444444444444,0.6666666666666666
183,10,0.8,0.6153846153846154,-0.18461538461538463,1.0,1.0,0.6666666666666666,0.4444444444444444,0.3,0.5,0.3333333333333333,0.5555555555555556
184,10,0.7142857142857143,0.6153846153846154,-0.09890109890109888,1.0,1.0,0.5555555555555556,0.4444444444444444,0.4,0.5,0.4444444444444444,0.5555555555555556
185,10,0.7142857142857143,0.6153846153846154,-0.09890109890109888,1.0,1.0,0.5555555555555556,0.4444444444444444,0.4,0.5,0.4444444444444444,0.5555555555555556
186,10,0.7142857142857143,0.6153846153846154,-0.09890109890109888,1.0,1.0,0.5555555555555556,0.4444444444444444,0.4,0.5,0.4444444444444444,0.5555555555555556
187,10,0.4444444444444444,0.2857142857142857,-0.15873015873015872,0.4,0.3333333333333333,0.5,0.25,0.5,0.5,0.5,0.75
188,10,0.5454545454545454,0.36363636363636365,-0.18181818181818177,0.6,0.4,0.5,0.3333333333333333,0.5,0.7,0.5,0.6666666666666666
189,10,0.4444444444444444,0.0,-0.4444444444444444,0.4,0.0,0.5,0.0,0.5,0.8,0.5,1.0
190,10,0.46153846153846156,0.5714285714285714,0.10989010989010983,0.75,0.8,0.3333333333333333,0.4444444444444444,0.7,0.6,0.6666666666666666,0.5555555555555556
191,10,0.4444444444444444,0.0,-0.4444444444444444,0.4,0.0,0.5,0.0,0.5,0.7,0.5,1.0
192,10,0.7499999999999999,0.6666666666666666,-0.08333333333333326,1.0,1.0,0.6,0.5,0.4,0.5,0.4,0.5
193,10,0.5714285714285714,0.5714285714285714,0.0,0.8,0.8,0.4444444444444444,0.4444444444444444,0.6,0.6,0.5555555555555556,0.5555555555555556
194,10,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5
195,10,0.5714285714285714,0.5714285714285714,0.0,0.8,0.8,0.4444444444444444,0.4444444444444444,0.6,0.6,0.5555555555555556,0.5555555555555556
196,10,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5
197,10,0.6666666666666666,0.36363636363636365,-0.303030303030303,0.6666666666666666,0.4,0.6666666666666666,0.3333333333333333,0.4,0.7,0.3333333333333333,0.6666666666666666
198,10,0.7499999999999999,0.6666666666666666,-0.08333333333333326,1.0,1.0,0.6,0.5,0.4,0.5,0.4,0.5
199,10,0.4,0.3333333333333333,-0.06666666666666671,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.4,0.6666666666666666,0.6666666666666666
200,10,0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.4,0.7,0.6666666666666666,1.0
201,10,0.2222222222222222,0.5454545454545454,0.3232323232323232,0.3333333333333333,0.6,0.16666666666666666,0.5,0.7,0.5,0.8333333333333334,0.5
202,10,0.6666666666666666,0.0,-0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.2,0.6,0.3333333333333333,1.0
203,10,0.4,0.4,0.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.6,0.6,0.6666666666666666,0.6666666666666666
204,10,0.4,0.4,0.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.6,0.6,0.6666666666666666,0.6666666666666666
205,10,0.4,0.36363636363636365,-0.036363636363636376,0.5,0.4,0.3333333333333333,0.3333333333333333,0.6,0.7,0.6666666666666666,0.6666666666666666
206,10,0.2,0.36363636363636365,0.16363636363636364,0.25,0.4,0.16666666666666666,0.3333333333333333,0.8,0.7,0.8333333333333334,0.6666666666666666
207,10,0.6666666666666666,0.0,-0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.2,0.7,0.3333333333333333,1.0
208,10,0.3333333333333333,0.4,0.06666666666666671,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.8,0.6,0.6666666666666666,0.6666666666666666
209,10,0.2,0.4444444444444444,0.2444444444444444,0.2,0.5,0.2,0.4,0.8,0.5,0.8,0.6
210,10,0.2857142857142857,0.0,-0.2857142857142857,0.25,0.0,0.3333333333333333,0.0,0.5,0.5,0.6666666666666666,1.0
211,10,0.2857142857142857,0.3333333333333333,0.047619047619047616,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.4,0.6666666666666666,0.6666666666666666
212,10,0.0,0.4,0.4,0.0,0.4,0.0,0.4,0.8,0.6,1.0,0.6
213,10,0.0,0.2857142857142857,0.2857142857142857,0.0,0.5,0.0,0.2,0.9,0.5,1.0,0.8
214,10,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.4,0.6666666666666666,0.6666666666666666
215,10,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6,0.2,1.0,0.3333333333333333
217,10,0.25,0.2222222222222222,-0.02777777777777779,0.3333333333333333,0.25,0.2,0.2,0.6,0.7,0.8,0.8
218,10,0.2,0.4444444444444444,0.2444444444444444,0.2,0.5,0.2,0.4,0.8,0.5,0.8,0.6
219,10,0.5454545454545454,0.2,-0.3454545454545454,0.5,0.2,0.6,0.2,0.5,0.8,0.4,0.8
220,10,0.36363636363636365,0.4444444444444444,0.08080808080808077,0.3333333333333333,0.5,0.4,0.4,0.7,0.5,0.6,0.6
221,10,0.4,0.25,-0.15000000000000002,0.4,0.3333333333333333,0.4,0.2,0.6,0.6,0.6,0.8
222,10,0.36363636363636365,0.4,0.036363636363636376,0.3333333333333333,0.4,0.4,0.4,0.7,0.6,0.6,0.6
