period,horizon_months,cohort,dimension,target_year_label,arm,n_observations,n_areas,n_countries,n_positive_truth,prevalence,predicted_positives,tp,fp,fn,tn,f1,precision,recall,f1_reason,precision_reason,recall_reason
main,3,E_all,target_year,2024,partitioned_rf,2145,1722,28,1194,0.5566433566433566,1290,877,413,317,538,0.7061191626409018,0.6798449612403101,0.7345058626465661,,,
main,3,E_all,target_year,2024,pooled_rf,2145,1722,28,1194,0.5566433566433566,1338,904,434,290,517,0.7140600315955766,0.6756352765321375,0.7571189279731994,,,
main,3,E_all,target_year,2024,xgb,2145,1722,28,1194,0.5566433566433566,1482,986,496,208,455,0.7369207772795217,0.6653171390013495,0.8257956448911222,,,
main,3,E_all,target_year,2025,partitioned_rf,7332,4457,33,3431,0.46794871794871795,4496,2352,2144,1079,1757,0.593414911063454,0.5231316725978647,0.6855144272806762,,,
main,3,E_all,target_year,2025,pooled_rf,7332,4457,33,3431,0.46794871794871795,4896,2638,2258,793,1643,0.6336015371682479,0.5388071895424836,0.7688720489653162,,,
main,3,E_all,target_year,2025,xgb,7332,4457,33,3431,0.46794871794871795,4624,2721,1903,710,1998,0.6756052141527001,0.5884515570934256,0.7930632468668026,,,
main,3,E_persist,target_year,2023,partitioned_rf,1409,1249,23,836,0.5933286018452804,776,584,192,252,381,0.7245657568238213,0.7525773195876289,0.6985645933014354,,,
main,3,E_persist,target_year,2023,pooled_rf,1409,1249,23,836,0.5933286018452804,769,574,195,262,378,0.7152647975077882,0.7464239271781534,0.6866028708133971,,,
main,3,E_persist,target_year,2023,xgb,1409,1249,23,836,0.5933286018452804,851,633,218,203,355,0.7504445761707172,0.7438307873090482,0.757177033492823,,,
main,3,E_persist,target_year,2023,persistence,1409,1249,23,836,0.5933286018452804,769,587,182,249,391,0.7314641744548287,0.7633289986996099,0.7021531100478469,,,
main,3,E_persist,target_year,2024,partitioned_rf,1576,1174,24,758,0.48096446700507617,854,528,326,230,492,0.6550868486352357,0.6182669789227166,0.6965699208443272,,,
main,3,E_persist,target_year,2024,pooled_rf,1576,1174,24,758,0.48096446700507617,891,549,342,209,476,0.6658580958156458,0.6161616161616161,0.7242744063324539,,,
main,3,E_persist,target_year,2024,xgb,1576,1174,24,758,0.48096446700507617,1036,623,413,135,405,0.6945373467112598,0.6013513513513513,0.8218997361477572,,,
main,3,E_persist,target_year,2024,persistence,1576,1174,24,758,0.48096446700507617,754,563,191,195,627,0.7447089947089947,0.746684350132626,0.7427440633245382,,,
main,3,E_persist,target_year,2025,partitioned_rf,7121,4313,33,3355,0.471141693582362,4352,2294,2058,1061,1708,0.5953029713247697,0.5271139705882353,0.6837555886736214,,,
main,3,E_persist,target_year,2025,pooled_rf,7121,4313,33,3355,0.471141693582362,4754,2573,2181,782,1585,0.6346035269453694,0.541228439209087,0.7669150521609538,,,
main,3,E_persist,target_year,2025,xgb,7121,4313,33,3355,0.471141693582362,4466,2654,1812,701,1954,0.6786855900779951,0.5942678011643528,0.7910581222056632,,,
main,3,E_persist,target_year,2025,persistence,7121,4313,33,3355,0.471141693582362,3881,2428,1453,927,2313,0.6710889994472085,0.6256119556815254,0.7236959761549926,,,
main,6,E_all,target_year,2023,partitioned_rf,1134,1112,22,606,0.5343915343915344,789,508,281,98,247,0.72831541218638,0.6438529784537389,0.8382838283828383,,,
main,6,E_all,target_year,2023,pooled_rf,1134,1112,22,606,0.5343915343915344,785,506,279,100,249,0.7275341480948958,0.6445859872611465,0.834983498349835,,,
main,6,E_all,target_year,2023,xgb,1134,1112,22,606,0.5343915343915344,831,528,303,78,225,0.7348643006263048,0.6353790613718412,0.8712871287128713,,,
main,6,E_all,target_year,2024,partitioned_rf,2145,1722,28,1194,0.5566433566433566,1285,820,465,374,486,0.6615570794675272,0.6381322957198443,0.6867671691792295,,,
main,6,E_all,target_year,2024,pooled_rf,2145,1722,28,1194,0.5566433566433566,1266,838,428,356,523,0.6813008130081301,0.6619273301737757,0.7018425460636516,,,
main,6,E_all,target_year,2024,xgb,2145,1722,28,1194,0.5566433566433566,1260,837,423,357,528,0.6821515892420538,0.6642857142857143,0.7010050251256281,,,
main,6,E_all,target_year,2025,partitioned_rf,7332,4457,33,3431,0.46794871794871795,4442,2646,1796,785,2105,0.6721707100215928,0.5956776226924808,0.7712037306907608,,,
main,6,E_all,target_year,2025,pooled_rf,7332,4457,33,3431,0.46794871794871795,4326,2609,1717,822,2184,0.6726827381719737,0.6030975496994915,0.76041970271058,,,
main,6,E_all,target_year,2025,xgb,7332,4457,33,3431,0.46794871794871795,5037,2839,2198,592,1703,0.6705243268776571,0.5636291443319437,0.8274555523171088,,,
main,6,E_persist,target_year,2023,partitioned_rf,675,665,20,383,0.5674074074074074,394,302,92,81,200,0.7773487773487774,0.766497461928934,0.7885117493472585,,,
main,6,E_persist,target_year,2023,pooled_rf,675,665,20,383,0.5674074074074074,392,303,89,80,203,0.7819354838709678,0.7729591836734694,0.7911227154046997,,,
main,6,E_persist,target_year,2023,xgb,675,665,20,383,0.5674074074074074,422,318,104,65,188,0.7900621118012422,0.7535545023696683,0.8302872062663186,,,
main,6,E_persist,target_year,2023,persistence,675,665,20,383,0.5674074074074074,385,299,86,84,206,0.7786458333333334,0.7766233766233767,0.7806788511749347,,,
main,6,E_persist,target_year,2024,partitioned_rf,1497,1163,24,744,0.4969939879759519,830,485,345,259,408,0.6162642947903431,0.5843373493975904,0.6518817204301075,,,
main,6,E_persist,target_year,2024,pooled_rf,1497,1163,24,744,0.4969939879759519,815,505,310,239,443,0.6478511866581141,0.6196319018404908,0.678763440860215,,,
main,6,E_persist,target_year,2024,xgb,1497,1163,24,744,0.4969939879759519,815,499,316,245,437,0.6401539448364336,0.6122699386503068,0.6706989247311828,,,
main,6,E_persist,target_year,2024,persistence,1497,1163,24,744,0.4969939879759519,747,518,229,226,524,0.6948356807511737,0.6934404283801874,0.696236559139785,,,
main,6,E_persist,target_year,2025,partitioned_rf,6988,4279,33,3310,0.4736691471093303,4202,2545,1657,765,2021,0.6775825346112886,0.6056639695383151,0.7688821752265861,,,
main,6,E_persist,target_year,2025,pooled_rf,6988,4279,33,3310,0.4736691471093303,4084,2509,1575,801,2103,0.6786583716526914,0.6143486777668952,0.7580060422960725,,,
main,6,E_persist,target_year,2025,xgb,6988,4279,33,3310,0.4736691471093303,4751,2731,2020,579,1658,0.677583426373899,0.5748263523468743,0.8250755287009064,,,
main,6,E_persist,target_year,2025,persistence,6988,4279,33,3310,0.4736691471093303,3747,2365,1382,945,2296,0.6702564829247556,0.6311716039498265,0.7145015105740181,,,
main,12,E_all,target_year,2024,partitioned_rf,2145,1722,28,1194,0.5566433566433566,1420,792,628,402,323,0.6059678653404744,0.5577464788732395,0.6633165829145728,,,
main,12,E_all,target_year,2024,pooled_rf,2145,1722,28,1194,0.5566433566433566,1408,797,611,397,340,0.6126056879323597,0.5660511363636364,0.6675041876046901,,,
main,12,E_all,target_year,2024,xgb,2145,1722,28,1194,0.5566433566433566,1462,825,637,369,314,0.6212349397590361,0.5642954856361149,0.6909547738693468,,,
main,12,E_all,target_year,2025,partitioned_rf,7332,4457,33,3431,0.46794871794871795,5382,3002,2380,429,1521,0.6812663111312833,0.557785209959123,0.8749635674730399,,,
main,12,E_all,target_year,2025,pooled_rf,7332,4457,33,3431,0.46794871794871795,5450,3017,2433,414,1468,0.6794279923432046,0.5535779816513762,0.8793354707082484,,,
main,12,E_all,target_year,2025,xgb,7332,4457,33,3431,0.46794871794871795,5182,2967,2215,464,1686,0.6889585510275166,0.5725588575839444,0.8647624599242203,,,
main,12,E_persist,target_year,2024,partitioned_rf,1074,1018,22,608,0.5661080074487895,650,369,281,239,185,0.5866454689984102,0.5676923076923077,0.6069078947368421,,,
main,12,E_persist,target_year,2024,pooled_rf,1074,1018,22,608,0.5661080074487895,632,368,264,240,202,0.5935483870967742,0.5822784810126582,0.6052631578947368,,,
main,12,E_persist,target_year,2024,xgb,1074,1018,22,608,0.5661080074487895,665,388,277,220,189,0.6095836606441477,0.5834586466165413,0.6381578947368421,,,
main,12,E_persist,target_year,2024,persistence,1074,1018,22,608,0.5661080074487895,549,370,179,238,287,0.6395851339671564,0.6739526411657559,0.6085526315789473,,,
main,12,E_persist,target_year,2025,partitioned_rf,6722,4147,33,3180,0.47307349003272836,4919,2778,2141,402,1401,0.6860106185948882,0.5647489327099003,0.8735849056603774,,,
main,12,E_persist,target_year,2025,pooled_rf,6722,4147,33,3180,0.47307349003272836,4977,2795,2182,385,1360,0.6853009684933187,0.5615832831022705,0.8789308176100629,,,
main,12,E_persist,target_year,2025,xgb,6722,4147,33,3180,0.47307349003272836,4760,2750,2010,430,1532,0.6926952141057935,0.5777310924369747,0.8647798742138365,,,
main,12,E_persist,target_year,2025,persistence,6722,4147,33,3180,0.47307349003272836,3891,2461,1430,719,2112,0.6960825908640927,0.63248522230789,0.7738993710691824,,,
