scope,horizon_months,forecasting_horizon,target_month,group,display_group,raw_mean_abs_shap,group_share,matched_feature_count,normalization_denominator,fallback_samples,evaluated_samples
fs3,12,12-month horizon,2023-10,geographic,Geographic,0.03768444834058148,0.08677260829135548,8,0.4342896806103696,23,489
fs3,12,12-month horizon,2023-10,lag,Lag,0.13213345816059185,0.3042518946682909,6,0.4342896806103696,23,489
fs3,12,12-month horizon,2024-02,weather,Weather,0.02947764460416808,0.06718442012425481,8,0.43875714860157156,53,459
fs3,12,12-month horizon,2024-02,agri,Agri,0.03562942263407282,0.081205338186814,24,0.43875714860157156,53,459
fs3,12,12-month horizon,2024-02,conflict,Conflict,0.06749672548120547,0.15383618408573937,38,0.43875714860157156,53,459
fs3,12,12-month horizon,2024-02,econ,Econ,0.1000703810822267,0.2280769245610606,16,0.43875714860157156,53,459
fs3,12,12-month horizon,2024-02,food_prices,Food Prices,0.020171854675850257,0.04597498807744327,6,0.43875714860157156,53,459
fs3,12,12-month horizon,2024-02,geographic,Geographic,0.043132703220336785,0.09830655376855162,8,0.43875714860157156,53,459
fs3,12,12-month horizon,2024-02,lag,Lag,0.14277841690371143,0.3254155911961363,6,0.43875714860157156,53,459
fs3,12,12-month horizon,2024-06,weather,Weather,0.0314566666874255,0.07122264512694915,8,0.4416666445251548,40,472
fs3,12,12-month horizon,2024-06,agri,Agri,0.034941010521480645,0.07911172590143516,24,0.4416666445251548,40,472
fs3,12,12-month horizon,2024-06,conflict,Conflict,0.06764965028459363,0.15316902719091502,38,0.4416666445251548,40,472
fs3,12,12-month horizon,2024-06,econ,Econ,0.10025920193997614,0.22700197803655048,16,0.4416666445251548,40,472
fs3,12,12-month horizon,2024-06,food_prices,Food Prices,0.019197961853421996,0.04346708562079016,6,0.4416666445251548,40,472
fs3,12,12-month horizon,2024-06,geographic,Geographic,0.04090684457615713,0.092619275381633,8,0.4416666445251548,40,472
fs3,12,12-month horizon,2024-06,lag,Lag,0.14725530866209977,0.333408262741727,6,0.4416666445251548,40,472
fs3,12,12-month horizon,2024-10,weather,Weather,0.03020093315028978,0.06695593795047844,8,0.4510568304281962,24,488
fs3,12,12-month horizon,2024-10,agri,Agri,0.035458422221400956,0.07861187289357674,24,0.4510568304281962,24,488
fs3,12,12-month horizon,2024-10,conflict,Conflict,0.062298002680240584,0.13811563971018906,38,0.4510568304281962,24,488
fs3,12,12-month horizon,2024-10,econ,Econ,0.1149723755814131,0.2548955427019424,16,0.4510568304281962,24,488
fs3,12,12-month horizon,2024-10,food_prices,Food Prices,0.020704371152350222,0.04590191247673868,6,0.4510568304281962,24,488
fs3,12,12-month horizon,2024-10,geographic,Geographic,0.04063736895902441,0.09009367826321715,8,0.4510568304281962,24,488
fs3,12,12-month horizon,2024-10,lag,Lag,0.14678535668347714,0.32542541600385744,6,0.4510568304281962,24,488
