scope,horizon_months,forecasting_horizon,target_month,group,display_group,raw_mean_abs_shap,group_share,matched_feature_count,normalization_denominator,fallback_samples,evaluated_samples
fs3,12,12-month horizon,2021-02,econ,Econ,9.210054124756764e-15,0.18505095370060107,16,4.977036832600149e-14,32,480
fs3,12,12-month horizon,2021-02,food_prices,Food Prices,1.2955168897232981e-15,0.026029883508948883,6,4.977036832600149e-14,32,480
fs3,12,12-month horizon,2021-02,geographic,Geographic,4.0500521341285485e-15,0.081374767162667,8,4.977036832600149e-14,32,480
fs3,12,12-month horizon,2021-02,lag,Lag,6.308159421089195e-15,0.12674528305215754,6,4.977036832600149e-14,32,480
fs3,12,12-month horizon,2021-06,weather,Weather,5.787720690314715e-15,0.09749503099201655,8,5.936426330064603e-14,23,489
fs3,12,12-month horizon,2021-06,agri,Agri,3.473871034105164e-15,0.05851788333516403,24,5.936426330064603e-14,23,489
fs3,12,12-month horizon,2021-06,conflict,Conflict,1.3576854474267206e-14,0.22870416845751468,38,5.936426330064603e-14,23,489
fs3,12,12-month horizon,2021-06,econ,Econ,2.1707162673350672e-14,0.3656604405821784,16,5.936426330064603e-14,23,489
fs3,12,12-month horizon,2021-06,food_prices,Food Prices,2.6762537327943605e-15,0.045081899176288374,6,5.936426330064603e-14,23,489
fs3,12,12-month horizon,2021-06,geographic,Geographic,7.444556780757232e-15,0.12540468569541258,8,5.936426330064603e-14,23,489
fs3,12,12-month horizon,2021-06,lag,Lag,4.697843915056678e-15,0.07913589176142533,6,5.936426330064603e-14,23,489
fs3,12,12-month horizon,2021-10,weather,Weather,7.056590798222536e-15,0.022240617199732086,8,3.1728394652229077e-13,24,488
fs3,12,12-month horizon,2021-10,agri,Agri,3.413740472299438e-15,0.010759259993192268,24,3.1728394652229077e-13,24,488
fs3,12,12-month horizon,2021-10,conflict,Conflict,1.2095707350471706e-13,0.3812265790012771,38,3.1728394652229077e-13,24,488
fs3,12,12-month horizon,2021-10,econ,Econ,4.907545242086459e-14,0.15467360690250617,16,3.1728394652229077e-13,24,488
fs3,12,12-month horizon,2021-10,food_prices,Food Prices,8.361980142232088e-16,0.0026354879387648494,6,3.1728394652229077e-13,24,488
fs3,12,12-month horizon,2021-10,geographic,Geographic,7.375339576247168e-14,0.23245233983904112,8,3.1728394652229077e-13,24,488
fs3,12,12-month horizon,2021-10,lag,Lag,6.219149554949227e-14,0.19601210912548647,6,3.1728394652229077e-13,24,488
fs3,12,12-month horizon,2022-02,weather,Weather,1.689101627308097e-14,0.19261366910314548,8,8.769375689549716e-14,33,479
fs3,12,12-month horizon,2022-02,agri,Agri,7.545893563892113e-15,0.08604824141454447,24,8.769375689549716e-14,33,479
fs3,12,12-month horizon,2022-02,conflict,Conflict,1.134318522710993e-14,0.12934997460112663,38,8.769375689549716e-14,33,479
fs3,12,12-month horizon,2022-02,econ,Econ,2.8474473879692243e-14,0.32470354661192913,16,8.769375689549716e-14,33,479
fs3,12,12-month horizon,2022-02,food_prices,Food Prices,5.429870872369413e-15,0.06191855685736076,6,8.769375689549716e-14,33,479
fs3,12,12-month horizon,2022-02,geographic,Geographic,6.058747262371205e-15,0.06908983577464117,8,8.769375689549716e-14,33,479
fs3,12,12-month horizon,2022-02,lag,Lag,1.1950569816981285e-14,0.13627617563725242,6,8.769375689549716e-14,33,479
fs3,12,12-month horizon,2022-06,weather,Weather,1.7252408637514344e-15,0.0843159703348014,8,2.046161429324548e-14,23,489
