method,horizon_months,country_key,tp,fp,fn,tn,n,f1,precision,recall
fullpool_xgb,12,Djibouti,32,37,0,3,72,0.6336633663366337,0.463768115942029,1.0
fullpool_xgb,12,Dominican Republic,3,5,20,27,55,0.1935483870967742,0.375,0.13043478260869565
fullpool_xgb,12,El Salvador,1,19,11,26,57,0.0625,0.05,0.08333333333333333
fullpool_xgb,12,Eswatini,9,10,2,11,32,0.6,0.47368421052631576,0.8181818181818182
fullpool_xgb,12,Ethiopia,43,29,0,1,73,0.7478260869565218,0.5972222222222222,1.0
fullpool_xgb,12,Gambia,0,0,0,24,24,,,
fullpool_xgb,12,Ghana,7,15,28,149,199,0.24561403508771928,0.3181818181818182,0.2
fullpool_xgb,12,Guatemala,13,94,8,97,212,0.203125,0.12149532710280374,0.6190476190476191
fullpool_xgb,12,Guinea,0,0,4,101,105,0.0,,0.0
fullpool_xgb,12,Guinea-Bissau,0,0,0,30,30,,,
fullpool_xgb,12,Haiti,123,86,10,7,226,0.7192982456140351,0.5885167464114832,0.924812030075188
fullpool_xgb,12,Honduras,18,78,10,28,134,0.2903225806451613,0.1875,0.6428571428571429
fullpool_xgb,12,Kenya,29,77,4,98,208,0.4172661870503597,0.27358490566037735,0.8787878787878788
fullpool_xgb,12,Lebanon,90,28,2,16,136,0.8571428571428571,0.7627118644067796,0.9782608695652174
fullpool_xgb,12,Lesotho,13,13,0,4,30,0.6666666666666666,0.5,1.0
fullpool_xgb,12,Liberia,0,3,0,25,28,0.0,0.0,
fullpool_xgb,12,Madagascar,24,86,1,72,183,0.35555555555555557,0.21818181818181817,0.96
fullpool_xgb,12,Malawi,14,11,14,29,68,0.5283018867924528,0.56,0.5
fullpool_xgb,12,Mali,5,3,14,142,164,0.37037037037037035,0.625,0.2631578947368421
fullpool_xgb,12,Mauritania,0,3,2,125,130,0.0,0.0,0.0
fullpool_xgb,12,Mozambique,125,138,68,219,550,0.5482456140350878,0.4752851711026616,0.6476683937823834
fullpool_xgb,12,Namibia,12,7,25,1,45,0.42857142857142855,0.631578947368421,0.32432432432432434
fullpool_xgb,12,Niger,9,14,15,135,173,0.3829787234042553,0.391304347826087,0.375
fullpool_xgb,12,Nigeria,142,65,174,1767,2148,0.5430210325047801,0.6859903381642513,0.44936708860759494
fullpool_xgb,12,Pakistan,94,112,0,1,207,0.6266666666666667,0.4563106796116505,1.0
fullpool_xgb,12,"Palestine, State of",9,0,0,0,9,1.0,1.0,1.0
fullpool_xgb,12,Senegal,0,0,6,150,156,0.0,,0.0
fullpool_xgb,12,Sierra Leone,0,3,7,54,64,0.0,0.0,0.0
fullpool_xgb,12,Somalia,858,780,58,401,2097,0.6718872357086922,0.5238095238095238,0.9366812227074236
fullpool_xgb,12,South Africa,4,7,2,4,17,0.47058823529411764,0.36363636363636365,0.6666666666666666
fullpool_xgb,12,South Sudan,253,46,7,9,315,0.9051878354203936,0.8461538461538461,0.9730769230769231
fullpool_xgb,12,Sudan,95,37,71,5,208,0.6375838926174496,0.7196969696969697,0.572289156626506
fullpool_xgb,12,Tajikistan,3,0,0,0,3,1.0,1.0,1.0
fullpool_xgb,12,"Tanzania, United Republic of",0,24,2,100,126,0.0,0.0,0.0
fullpool_xgb,12,Togo,0,6,13,125,144,0.0,0.0,0.0
fullpool_xgb,12,Uganda,64,44,92,151,351,0.48484848484848486,0.5925925925925926,0.41025641025641024
fullpool_xgb,12,Yemen,653,8,0,0,661,0.9939117199391172,0.9878971255673222,1.0
fullpool_xgb,12,Zambia,74,158,74,52,358,0.3894736842105263,0.31896551724137934,0.5
fullpool_xgb,12,Zimbabwe,15,13,0,0,28,0.6976744186046512,0.5357142857142857,1.0
persistence,1,Afghanistan,154,107,32,44,337,0.6890380313199105,0.5900383141762452,0.8279569892473119
persistence,1,Angola,9,5,0,0,14,0.782608695652174,0.6428571428571429,1.0
persistence,1,Bangladesh,25,8,0,17,50,0.8620689655172413,0.7575757575757576,1.0
persistence,1,Benin,0,0,1,245,246,0.0,,0.0
persistence,1,Burkina Faso,24,17,19,98,158,0.5714285714285714,0.5853658536585366,0.5581395348837209
persistence,1,Burundi,0,0,3,62,65,0.0,,0.0
persistence,1,Cabo Verde,0,1,0,37,38,0.0,0.0,
persistence,1,Cameroon,25,30,26,177,258,0.4716981132075472,0.45454545454545453,0.49019607843137253
persistence,1,Central African Republic,611,161,134,137,1043,0.8055372445616348,0.7914507772020726,0.8201342281879195
persistence,1,Chad,17,50,49,229,345,0.2556390977443609,0.2537313432835821,0.25757575757575757
persistence,1,"Congo, The Democratic Republic of the",268,130,112,354,864,0.6889460154241646,0.6733668341708543,0.7052631578947368
persistence,1,Côte d'Ivoire,0,1,1,153,155,0.0,0.0,0.0
persistence,1,Djibouti,24,20,18,25,87,0.5581395348837209,0.5454545454545454,0.5714285714285714
persistence,1,Dominican Republic,4,26,22,35,87,0.14285714285714285,0.13333333333333333,0.15384615384615385
persistence,1,El Salvador,3,10,9,35,57,0.24,0.23076923076923078,0.25
persistence,1,Eswatini,12,8,5,18,43,0.6486486486486487,0.6,0.7058823529411765
persistence,1,Ethiopia,33,18,11,12,74,0.6947368421052632,0.6470588235294118,0.75
persistence,1,Gambia,0,1,0,31,32,0.0,0.0,
persistence,1,Ghana,16,29,29,191,265,0.35555555555555557,0.35555555555555557,0.35555555555555557
persistence,1,Guatemala,18,30,8,181,237,0.4864864864864865,0.375,0.6923076923076923
persistence,1,Guinea,0,4,4,103,111,0.0,0.0,0.0
persistence,1,Guinea-Bissau,0,0,0,37,37,,,
persistence,1,Haiti,162,108,11,0,281,0.7313769751693002,0.6,0.9364161849710982
persistence,1,Honduras,21,52,12,64,149,0.39622641509433965,0.2876712328767123,0.6363636363636364
persistence,1,Kenya,44,38,12,181,275,0.6376811594202898,0.5365853658536586,0.7857142857142857
persistence,1,Lebanon,102,34,24,57,217,0.7786259541984732,0.75,0.8095238095238095
persistence,1,Lesotho,16,6,3,15,40,0.7804878048780488,0.7272727272727273,0.8421052631578947
persistence,1,Liberia,0,2,0,26,28,0.0,0.0,
persistence,1,Madagascar,18,57,16,164,255,0.3302752293577982,0.24,0.5294117647058824
persistence,1,Malawi,30,11,12,47,100,0.7228915662650602,0.7317073170731707,0.7142857142857143
persistence,1,Mali,15,4,6,187,212,0.75,0.7894736842105263,0.7142857142857143
persistence,1,Mauritania,0,2,2,166,170,0.0,0.0,0.0
persistence,1,Mozambique,94,76,133,316,619,0.473551637279597,0.5529411764705883,0.41409691629955947
persistence,1,Namibia,26,7,14,12,59,0.7123287671232876,0.7878787878787878,0.65
persistence,1,Niger,15,18,17,182,232,0.46153846153846156,0.45454545454545453,0.46875
persistence,1,Nigeria,178,132,168,2197,2675,0.5426829268292683,0.5741935483870968,0.5144508670520231
persistence,1,Pakistan,100,78,32,75,285,0.6451612903225806,0.5617977528089888,0.7575757575757576
persistence,1,"Palestine, State of",17,0,0,0,17,1.0,1.0,1.0
persistence,1,Senegal,0,6,6,187,199,0.0,0.0,0.0
persistence,1,Sierra Leone,3,10,8,59,80,0.25,0.23076923076923078,0.2727272727272727
persistence,1,Somalia,799,525,409,1129,2862,0.6311216429699842,0.6034743202416919,0.6614238410596026
persistence,1,South Africa,5,2,1,9,17,0.7692307692307693,0.7142857142857143,0.8333333333333334
persistence,1,South Sudan,305,39,27,21,392,0.9023668639053254,0.8866279069767442,0.9186746987951807
persistence,1,Sudan,156,29,146,68,399,0.6406570841889117,0.8432432432432433,0.5165562913907285
persistence,1,Tajikistan,7,0,0,0,7,1.0,1.0,1.0
persistence,1,"Tanzania, United Republic of",0,8,2,128,138,0.0,0.0,0.0
persistence,1,Timor-Leste,2,1,8,3,14,0.3076923076923077,0.6666666666666666,0.2
persistence,1,Togo,4,9,9,158,180,0.3076923076923077,0.3076923076923077,0.3076923076923077
persistence,1,Uganda,97,77,69,129,372,0.5705882352941176,0.5574712643678161,0.5843373493975904
persistence,1,Yemen,615,11,41,0,667,0.9594383775351014,0.9824281150159745,0.9375
persistence,1,Zambia,92,134,93,111,430,0.44768856447688565,0.40707964601769914,0.4972972972972973
persistence,1,Zimbabwe,14,12,1,1,28,0.6829268292682927,0.5384615384615384,0.9333333333333333
persistence,3,Afghanistan,168,118,17,33,336,0.7133757961783439,0.5874125874125874,0.9081081081081082
persistence,3,Angola,9,5,0,0,14,0.782608695652174,0.6428571428571429,1.0
persistence,3,Bangladesh,25,8,0,17,50,0.8620689655172413,0.7575757575757576,1.0
persistence,3,Benin,0,0,1,245,246,0.0,,0.0
persistence,3,Burkina Faso,24,17,19,98,158,0.5714285714285714,0.5853658536585366,0.5581395348837209
persistence,3,Burundi,0,0,3,62,65,0.0,,0.0
persistence,3,Cabo Verde,0,1,0,37,38,0.0,0.0,
persistence,3,Cameroon,25,30,26,177,258,0.4716981132075472,0.45454545454545453,0.49019607843137253
persistence,3,Central African Republic,611,161,134,137,1043,0.8055372445616348,0.7914507772020726,0.8201342281879195
persistence,3,Chad,17,50,49,229,345,0.2556390977443609,0.2537313432835821,0.25757575757575757
persistence,3,"Congo, The Democratic Republic of the",271,127,109,356,863,0.6966580976863753,0.6809045226130653,0.7131578947368421
persistence,3,Côte d'Ivoire,0,1,1,153,155,0.0,0.0,0.0
persistence,3,Djibouti,14,15,18,25,72,0.45901639344262296,0.4827586206896552,0.4375
persistence,3,Dominican Republic,4,26,22,35,87,0.14285714285714285,0.13333333333333333,0.15384615384615385
persistence,3,El Salvador,3,16,9,29,57,0.1935483870967742,0.15789473684210525,0.25
persistence,3,Eswatini,12,8,5,18,43,0.6486486486486487,0.6,0.7058823529411765
persistence,3,Ethiopia,33,18,11,12,74,0.6947368421052632,0.6470588235294118,0.75
persistence,3,Gambia,0,1,0,31,32,0.0,0.0,
persistence,3,Ghana,16,29,29,191,265,0.35555555555555557,0.35555555555555557,0.35555555555555557
persistence,3,Guatemala,18,44,8,167,237,0.4090909090909091,0.2903225806451613,0.6923076923076923
persistence,3,Guinea,0,4,4,103,111,0.0,0.0,0.0
persistence,3,Guinea-Bissau,0,0,0,37,37,,,
persistence,3,Haiti,162,108,11,0,281,0.7313769751693002,0.6,0.9364161849710982
persistence,3,Honduras,21,77,12,39,149,0.32061068702290074,0.21428571428571427,0.6363636363636364
persistence,3,Kenya,32,48,10,160,250,0.5245901639344263,0.4,0.7619047619047619
persistence,3,Lebanon,98,34,28,57,217,0.7596899224806202,0.7424242424242424,0.7777777777777778
persistence,3,Lesotho,16,6,3,15,40,0.7804878048780488,0.7272727272727273,0.8421052631578947
persistence,3,Liberia,0,2,0,26,28,0.0,0.0,
persistence,3,Madagascar,18,57,16,164,255,0.3302752293577982,0.24,0.5294117647058824
persistence,3,Malawi,30,11,12,47,100,0.7228915662650602,0.7317073170731707,0.7142857142857143
persistence,3,Mali,15,4,6,187,212,0.75,0.7894736842105263,0.7142857142857143
persistence,3,Mauritania,0,2,2,166,170,0.0,0.0,0.0
persistence,3,Mozambique,94,76,133,316,619,0.473551637279597,0.5529411764705883,0.41409691629955947
persistence,3,Namibia,26,7,14,12,59,0.7123287671232876,0.7878787878787878,0.65
persistence,3,Niger,15,18,17,182,232,0.46153846153846156,0.45454545454545453,0.46875
persistence,3,Nigeria,178,132,168,2197,2675,0.5426829268292683,0.5741935483870968,0.5144508670520231
persistence,3,Pakistan,110,88,22,65,285,0.6666666666666666,0.5555555555555556,0.8333333333333334
persistence,3,"Palestine, State of",16,0,0,0,16,1.0,1.0,1.0
persistence,3,Senegal,0,6,6,187,199,0.0,0.0,0.0
persistence,3,Sierra Leone,3,10,8,59,80,0.25,0.23076923076923078,0.2727272727272727
persistence,3,Somalia,773,522,406,1112,2813,0.6248989490703315,0.5969111969111969,0.6556403731976251
persistence,3,South Africa,5,2,1,9,17,0.7692307692307693,0.7142857142857143,0.8333333333333334
persistence,3,South Sudan,306,41,26,19,392,0.9013254786450663,0.8818443804034583,0.9216867469879518
persistence,3,Sudan,156,29,146,68,399,0.6406570841889117,0.8432432432432433,0.5165562913907285
persistence,3,Tajikistan,7,0,0,0,7,1.0,1.0,1.0
persistence,3,"Tanzania, United Republic of",0,14,2,122,138,0.0,0.0,0.0
persistence,3,Timor-Leste,2,1,8,3,14,0.3076923076923077,0.6666666666666666,0.2
persistence,3,Togo,4,9,9,158,180,0.3076923076923077,0.3076923076923077,0.3076923076923077
persistence,3,Uganda,83,55,83,151,372,0.5460526315789473,0.6014492753623188,0.5
persistence,3,Yemen,608,11,45,0,664,0.9559748427672956,0.9822294022617124,0.9310872894333844
persistence,3,Zambia,92,134,93,111,430,0.44768856447688565,0.40707964601769914,0.4972972972972973
persistence,3,Zimbabwe,14,12,1,1,28,0.6829268292682927,0.5384615384615384,0.9333333333333333
persistence,6,Afghanistan,125,114,21,32,292,0.6493506493506493,0.5230125523012552,0.8561643835616438
persistence,6,Angola,9,5,0,0,14,0.782608695652174,0.6428571428571429,1.0
persistence,6,Bangladesh,25,8,0,17,50,0.8620689655172413,0.7575757575757576,1.0
persistence,6,Benin,0,0,1,245,246,0.0,,0.0
persistence,6,Burkina Faso,23,13,20,102,158,0.5822784810126582,0.6388888888888888,0.5348837209302325
persistence,6,Burundi,0,0,3,54,57,0.0,,0.0
persistence,6,Cabo Verde,0,1,0,37,38,0.0,0.0,
persistence,6,Cameroon,25,23,26,184,258,0.5050505050505051,0.5208333333333334,0.49019607843137253
persistence,6,Central African Republic,538,136,133,118,925,0.8,0.798219584569733,0.8017883755588674
persistence,6,Chad,18,36,48,243,345,0.3,0.3333333333333333,0.2727272727272727
persistence,6,"Congo, The Democratic Republic of the",212,136,143,334,825,0.6031294452347084,0.6091954022988506,0.5971830985915493
persistence,6,Côte d'Ivoire,0,1,1,153,155,0.0,0.0,0.0
persistence,6,Djibouti,22,12,10,28,72,0.6666666666666666,0.6470588235294118,0.6875
persistence,6,Dominican Republic,4,6,22,55,87,0.2222222222222222,0.4,0.15384615384615385
persistence,6,El Salvador,1,10,11,35,57,0.08695652173913043,0.09090909090909091,0.08333333333333333
persistence,6,Eswatini,9,7,2,14,32,0.6666666666666666,0.5625,0.8181818181818182
persistence,6,Ethiopia,34,19,10,11,74,0.7010309278350515,0.6415094339622641,0.7727272727272727
persistence,6,Gambia,0,1,0,31,32,0.0,0.0,
persistence,6,Ghana,16,28,29,192,265,0.3595505617977528,0.36363636363636365,0.35555555555555557
persistence,6,Guatemala,18,42,8,167,235,0.4186046511627907,0.3,0.6923076923076923
persistence,6,Guinea,0,4,4,103,111,0.0,0.0,0.0
persistence,6,Guinea-Bissau,0,0,0,37,37,,,
persistence,6,Haiti,162,88,11,11,272,0.7659574468085106,0.648,0.9364161849710982
persistence,6,Honduras,21,69,12,46,148,0.34146341463414637,0.23333333333333334,0.6363636363636364
persistence,6,Kenya,31,48,11,157,247,0.512396694214876,0.3924050632911392,0.7380952380952381
persistence,6,Lebanon,71,26,27,40,164,0.7282051282051282,0.7319587628865979,0.7244897959183674
persistence,6,Lesotho,16,6,3,15,40,0.7804878048780488,0.7272727272727273,0.8421052631578947
persistence,6,Liberia,0,2,0,26,28,0.0,0.0,
persistence,6,Madagascar,18,73,16,125,232,0.288,0.1978021978021978,0.5294117647058824
persistence,6,Malawi,30,11,12,47,100,0.7228915662650602,0.7317073170731707,0.7142857142857143
persistence,6,Mali,16,4,5,187,212,0.7804878048780488,0.8,0.7619047619047619
persistence,6,Mauritania,0,2,2,166,170,0.0,0.0,0.0
persistence,6,Mozambique,93,75,100,282,550,0.5152354570637119,0.5535714285714286,0.48186528497409326
persistence,6,Namibia,16,7,24,12,59,0.5079365079365079,0.6956521739130435,0.4
persistence,6,Niger,15,20,17,180,232,0.44776119402985076,0.42857142857142855,0.46875
persistence,6,Nigeria,190,130,156,2199,2675,0.5705705705705706,0.59375,0.5491329479768786
persistence,6,Pakistan,100,90,19,43,252,0.6472491909385113,0.5263157894736842,0.8403361344537815
persistence,6,"Palestine, State of",13,0,0,0,13,1.0,1.0,1.0
persistence,6,Senegal,0,0,6,193,199,0.0,,0.0
persistence,6,Sierra Leone,4,12,7,57,80,0.2962962962962963,0.25,0.36363636363636365
persistence,6,Somalia,620,471,408,976,2475,0.585181689476168,0.5682859761686526,0.603112840466926
persistence,6,South Africa,5,2,1,9,17,0.7692307692307693,0.7142857142857143,0.8333333333333334
persistence,6,South Sudan,304,40,28,20,392,0.8994082840236687,0.8837209302325582,0.9156626506024096
persistence,6,Sudan,130,24,38,23,215,0.8074534161490683,0.8441558441558441,0.7738095238095238
persistence,6,Tajikistan,6,0,0,0,6,1.0,1.0,1.0
persistence,6,"Tanzania, United Republic of",0,14,2,122,138,0.0,0.0,0.0
persistence,6,Timor-Leste,2,1,8,3,14,0.3076923076923077,0.6666666666666666,0.2
persistence,6,Togo,4,11,9,156,180,0.2857142857142857,0.26666666666666666,0.3076923076923077
persistence,6,Uganda,83,56,78,146,363,0.5533333333333333,0.5971223021582733,0.515527950310559
persistence,6,Yemen,616,11,37,0,664,0.9625,0.9824561403508771,0.9433384379785605
persistence,6,Zambia,92,134,93,111,430,0.44768856447688565,0.40707964601769914,0.4972972972972973
persistence,6,Zimbabwe,14,12,1,1,28,0.6829268292682927,0.5384615384615384,0.9333333333333333
persistence,12,Afghanistan,69,88,13,30,200,0.5774058577405857,0.4394904458598726,0.8414634146341463
persistence,12,Angola,9,5,0,0,14,0.782608695652174,0.6428571428571429,1.0
persistence,12,Bangladesh,16,4,0,17,37,0.8888888888888888,0.8,1.0
persistence,12,Benin,0,0,1,187,188,0.0,,0.0
persistence,12,Burkina Faso,10,9,19,76,114,0.4166666666666667,0.5263157894736842,0.3448275862068966
persistence,12,Burundi,0,0,3,46,49,0.0,,0.0
persistence,12,Cabo Verde,0,0,0,19,19,,,
persistence,12,Cameroon,25,20,16,147,208,0.5813953488372093,0.5555555555555556,0.6097560975609756
persistence,12,Central African Republic,469,153,22,83,727,0.8427672955974843,0.7540192926045016,0.955193482688391
persistence,12,Chad,18,14,42,203,277,0.391304347826087,0.5625,0.3
persistence,12,"Congo, The Democratic Republic of the",168,101,101,251,621,0.6245353159851301,0.6245353159851301,0.6245353159851301
persistence,12,Côte d'Ivoire,0,0,1,123,124,0.0,,0.0
persistence,12,Djibouti,27,17,5,23,72,0.7105263157894737,0.6136363636363636,0.84375
persistence,12,Dominican Republic,3,3,20,29,55,0.20689655172413793,0.5,0.13043478260869565
persistence,12,El Salvador,1,2,11,43,57,0.13333333333333333,0.3333333333333333,0.08333333333333333
persistence,12,Eswatini,9,7,2,14,32,0.6666666666666666,0.5625,0.8181818181818182
persistence,12,Ethiopia,40,28,3,2,73,0.7207207207207207,0.5882352941176471,0.9302325581395349
persistence,12,Gambia,0,0,0,24,24,,,
persistence,12,Ghana,6,9,29,155,199,0.24,0.4,0.17142857142857143
persistence,12,Guatemala,13,41,8,150,212,0.3466666666666667,0.24074074074074073,0.6190476190476191
persistence,12,Guinea,0,0,4,101,105,0.0,,0.0
persistence,12,Guinea-Bissau,0,0,0,30,30,,,
persistence,12,Haiti,122,82,11,11,226,0.7240356083086054,0.5980392156862745,0.9172932330827067
persistence,12,Honduras,16,53,12,53,134,0.32989690721649484,0.2318840579710145,0.5714285714285714
persistence,12,Kenya,20,65,13,110,208,0.3389830508474576,0.23529411764705882,0.6060606060606061
persistence,12,Lebanon,60,11,32,33,136,0.7361963190184049,0.8450704225352113,0.6521739130434783
persistence,12,Lesotho,10,8,3,9,30,0.6451612903225806,0.5555555555555556,0.7692307692307693
persistence,12,Liberia,0,4,0,24,28,0.0,0.0,
persistence,12,Madagascar,18,65,7,93,183,0.3333333333333333,0.21686746987951808,0.72
persistence,12,Malawi,17,10,11,30,68,0.6181818181818182,0.6296296296296297,0.6071428571428571
persistence,12,Mali,9,2,10,143,164,0.6,0.8181818181818182,0.47368421052631576
persistence,12,Mauritania,0,4,2,124,130,0.0,0.0,0.0
persistence,12,Mozambique,93,75,100,282,550,0.5152354570637119,0.5535714285714286,0.48186528497409326
persistence,12,Namibia,12,6,25,2,45,0.43636363636363634,0.6666666666666666,0.32432432432432434
persistence,12,Niger,8,12,16,137,173,0.36363636363636365,0.4,0.3333333333333333
persistence,12,Nigeria,151,98,165,1734,2148,0.5345132743362832,0.606425702811245,0.4778481012658228
persistence,12,Pakistan,81,77,13,36,207,0.6428571428571429,0.5126582278481012,0.8617021276595744
persistence,12,"Palestine, State of",9,0,0,0,9,1.0,1.0,1.0
persistence,12,Senegal,0,6,6,144,156,0.0,0.0,0.0
persistence,12,Sierra Leone,3,8,4,49,64,0.3333333333333333,0.2727272727272727,0.42857142857142855
persistence,12,Somalia,666,478,250,703,2097,0.6466019417475728,0.5821678321678322,0.7270742358078602
persistence,12,South Africa,4,4,2,7,17,0.5714285714285714,0.5,0.6666666666666666
persistence,12,South Sudan,244,37,16,18,315,0.9020332717190388,0.8683274021352313,0.9384615384615385
persistence,12,Sudan,80,32,86,10,208,0.5755395683453237,0.7142857142857143,0.4819277108433735
persistence,12,Tajikistan,3,0,0,0,3,1.0,1.0,1.0
persistence,12,"Tanzania, United Republic of",0,21,2,103,126,0.0,0.0,0.0
persistence,12,Togo,0,6,13,125,144,0.0,0.0,0.0
persistence,12,Uganda,72,47,84,148,351,0.5236363636363637,0.6050420168067226,0.46153846153846156
persistence,12,Yemen,624,8,29,0,661,0.9712062256809338,0.9873417721518988,0.9555895865237366
persistence,12,Zambia,69,129,79,81,358,0.3988439306358382,0.3484848484848485,0.46621621621621623
persistence,12,Zimbabwe,14,12,1,1,28,0.6829268292682927,0.5384615384615384,0.9333333333333333
rich_direct_xgb,1,Afghanistan,151,98,35,53,337,0.6942528735632184,0.606425702811245,0.8118279569892473
rich_direct_xgb,1,Angola,9,5,0,0,14,0.782608695652174,0.6428571428571429,1.0
rich_direct_xgb,1,Bangladesh,25,8,0,17,50,0.8620689655172413,0.7575757575757576,1.0
rich_direct_xgb,1,Benin,0,0,1,245,246,0.0,,0.0
rich_direct_xgb,1,Burkina Faso,24,14,19,101,158,0.5925925925925926,0.631578947368421,0.5581395348837209
rich_direct_xgb,1,Burundi,0,0,3,62,65,0.0,,0.0
rich_direct_xgb,1,Cabo Verde,0,1,0,37,38,0.0,0.0,
rich_direct_xgb,1,Cameroon,25,20,26,187,258,0.5208333333333334,0.5555555555555556,0.49019607843137253
rich_direct_xgb,1,Central African Republic,610,160,135,138,1043,0.8052805280528053,0.7922077922077922,0.8187919463087249
rich_direct_xgb,1,Chad,14,23,52,256,345,0.27184466019417475,0.3783783783783784,0.21212121212121213
rich_direct_xgb,1,"Congo, The Democratic Republic of the",257,125,123,359,864,0.6745406824146981,0.6727748691099477,0.6763157894736842
rich_direct_xgb,1,Côte d'Ivoire,0,0,1,154,155,0.0,,0.0
rich_direct_xgb,1,Djibouti,23,20,19,25,87,0.5411764705882353,0.5348837209302325,0.5476190476190477
rich_direct_xgb,1,Dominican Republic,4,26,22,35,87,0.14285714285714285,0.13333333333333333,0.15384615384615385
rich_direct_xgb,1,El Salvador,3,7,9,38,57,0.2727272727272727,0.3,0.25
rich_direct_xgb,1,Eswatini,10,7,7,19,43,0.5882352941176471,0.5882352941176471,0.5882352941176471
rich_direct_xgb,1,Ethiopia,33,18,11,12,74,0.6947368421052632,0.6470588235294118,0.75
rich_direct_xgb,1,Gambia,0,0,0,32,32,,,
rich_direct_xgb,1,Ghana,11,16,34,204,265,0.3055555555555556,0.4074074074074074,0.24444444444444444
rich_direct_xgb,1,Guatemala,18,26,8,185,237,0.5142857142857142,0.4090909090909091,0.6923076923076923
rich_direct_xgb,1,Guinea,0,0,4,107,111,0.0,,0.0
rich_direct_xgb,1,Guinea-Bissau,0,0,0,37,37,,,
rich_direct_xgb,1,Haiti,162,108,11,0,281,0.7313769751693002,0.6,0.9364161849710982
rich_direct_xgb,1,Honduras,21,50,12,66,149,0.40384615384615385,0.29577464788732394,0.6363636363636364
rich_direct_xgb,1,Kenya,42,36,14,183,275,0.6268656716417911,0.5384615384615384,0.75
rich_direct_xgb,1,Lebanon,102,34,24,57,217,0.7786259541984732,0.75,0.8095238095238095
rich_direct_xgb,1,Lesotho,16,6,3,15,40,0.7804878048780488,0.7272727272727273,0.8421052631578947
rich_direct_xgb,1,Liberia,0,2,0,26,28,0.0,0.0,
rich_direct_xgb,1,Madagascar,17,57,17,164,255,0.3148148148148148,0.22972972972972974,0.5
rich_direct_xgb,1,Malawi,29,10,13,48,100,0.7160493827160493,0.7435897435897436,0.6904761904761905
rich_direct_xgb,1,Mali,11,2,10,189,212,0.6470588235294118,0.8461538461538461,0.5238095238095238
rich_direct_xgb,1,Mauritania,0,0,2,168,170,0.0,,0.0
rich_direct_xgb,1,Mozambique,94,73,133,319,619,0.47715736040609136,0.562874251497006,0.41409691629955947
rich_direct_xgb,1,Namibia,26,7,14,12,59,0.7123287671232876,0.7878787878787878,0.65
rich_direct_xgb,1,Niger,14,12,18,188,232,0.4827586206896552,0.5384615384615384,0.4375
rich_direct_xgb,1,Nigeria,157,78,189,2251,2675,0.540447504302926,0.6680851063829787,0.45375722543352603
rich_direct_xgb,1,Pakistan,94,71,38,82,285,0.632996632996633,0.5696969696969697,0.7121212121212122
rich_direct_xgb,1,"Palestine, State of",17,0,0,0,17,1.0,1.0,1.0
rich_direct_xgb,1,Senegal,0,1,6,192,199,0.0,0.0,0.0
rich_direct_xgb,1,Sierra Leone,1,7,10,62,80,0.10526315789473684,0.125,0.09090909090909091
rich_direct_xgb,1,Somalia,798,524,410,1130,2862,0.6308300395256917,0.6036308623298033,0.6605960264900662
rich_direct_xgb,1,South Africa,5,2,1,9,17,0.7692307692307693,0.7142857142857143,0.8333333333333334
rich_direct_xgb,1,South Sudan,305,39,27,21,392,0.9023668639053254,0.8866279069767442,0.9186746987951807
rich_direct_xgb,1,Sudan,146,29,156,68,399,0.6121593291404612,0.8342857142857143,0.48344370860927155
rich_direct_xgb,1,Tajikistan,6,0,1,0,7,0.9230769230769231,1.0,0.8571428571428571
rich_direct_xgb,1,"Tanzania, United Republic of",0,8,2,128,138,0.0,0.0,0.0
rich_direct_xgb,1,Timor-Leste,2,1,8,3,14,0.3076923076923077,0.6666666666666666,0.2
rich_direct_xgb,1,Togo,4,4,9,163,180,0.38095238095238093,0.5,0.3076923076923077
rich_direct_xgb,1,Uganda,94,77,72,129,372,0.5578635014836796,0.5497076023391813,0.5662650602409639
rich_direct_xgb,1,Yemen,615,11,41,0,667,0.9594383775351014,0.9824281150159745,0.9375
rich_direct_xgb,1,Zambia,89,131,96,114,430,0.43950617283950616,0.40454545454545454,0.4810810810810811
rich_direct_xgb,1,Zimbabwe,14,12,1,1,28,0.6829268292682927,0.5384615384615384,0.9333333333333333
rich_direct_xgb,3,Afghanistan,169,119,16,32,336,0.7145877378435518,0.5868055555555556,0.9135135135135135
rich_direct_xgb,3,Angola,9,5,0,0,14,0.782608695652174,0.6428571428571429,1.0
rich_direct_xgb,3,Bangladesh,25,8,0,17,50,0.8620689655172413,0.7575757575757576,1.0
rich_direct_xgb,3,Benin,0,0,1,245,246,0.0,,0.0
rich_direct_xgb,3,Burkina Faso,24,16,19,99,158,0.5783132530120482,0.6,0.5581395348837209
rich_direct_xgb,3,Burundi,0,0,3,62,65,0.0,,0.0
rich_direct_xgb,3,Cabo Verde,0,1,0,37,38,0.0,0.0,
rich_direct_xgb,3,Cameroon,25,22,26,185,258,0.5102040816326531,0.5319148936170213,0.49019607843137253
rich_direct_xgb,3,Central African Republic,611,161,134,137,1043,0.8055372445616348,0.7914507772020726,0.8201342281879195
rich_direct_xgb,3,Chad,15,35,51,244,345,0.25862068965517243,0.3,0.22727272727272727
rich_direct_xgb,3,"Congo, The Democratic Republic of the",270,123,110,360,863,0.6985769728331177,0.6870229007633588,0.7105263157894737
